pathway,rep,mean_diff
Cell cycle,0,-0.5932405888296357
Cell cycle,1,-0.06207589152249558
Cell cycle,2,-0.671150888508641
Cell cycle,3,0.16032075371866936
Cell cycle,4,-0.25968613141516883
Cell cycle,5,-0.23335998008975756
Cell cycle,6,-0.05239569777167238
Cell cycle,7,-0.37685548585241013
Cell cycle,8,-0.21133997051127718
Cell cycle,9,-0.9207960592814145
Cell cycle,10,0.47057649760951153
Cell cycle,11,-0.7286296410635502
Cell cycle,12,0.0855973964356652
Cell cycle,13,-0.19080414426104764
Cell cycle,14,-0.0058787494732564435
Cell cycle,15,-0.40881956945785713
Cell cycle,16,-0.4829585809614517
Cell cycle,17,-0.05321958584147793
Cell cycle,18,-0.5265170544602323
Cell cycle,19,-0.14376397977775895
Cell cycle,20,-0.6726839787217351
Cell cycle,21,-0.5633688988088756
Cell cycle,22,-0.7149121756934023
Cell cycle,23,-0.5503784279991621
Cell cycle,24,-0.5273619897656792
Cell cycle,25,0.14328210622452237
Cell cycle,26,-0.3596843651081595
Cell cycle,27,-0.5731149622702892
Cell cycle,28,0.8385268718168728
Cell cycle,29,-0.3361892837458674
Cell cycle,30,-0.6238423069049883
Cell cycle,31,-0.9623107597235783
Cell cycle,32,-0.1306431544391145
Cell cycle,33,-0.2327566554839458
Cell cycle,34,0.21578644339103492
Cell cycle,35,-0.2284261062011238
Cell cycle,36,-0.4373185001981957
Cell cycle,37,-0.40766343950113604
Cell cycle,38,-0.2138281159813003
Cell cycle,39,-0.5819203354555764
Cell cycle,40,0.14163842081726546
Cell cycle,41,-0.21764218037677593
Cell cycle,42,-0.8007951272798208
Cell cycle,43,-0.10789164863066984
Cell cycle,44,-0.4364611810043941
Cell cycle,45,-0.4710290669034102
Cell cycle,46,-0.5678731379606612
Cell cycle,47,-0.47797173450072944
Cell cycle,48,-0.0692924829741181
Cell cycle,49,-0.2055531909132167
p53 signaling pathway,0,0.3131465953299267
p53 signaling pathway,1,0.3266744937710833
p53 signaling pathway,2,-0.8264141117781996
p53 signaling pathway,3,-0.6180886820898297
p53 signaling pathway,4,0.2586643372911953
p53 signaling pathway,5,-0.31897751514194905
p53 signaling pathway,6,-0.20743282325990045
p53 signaling pathway,7,-0.350779492374095
p53 signaling pathway,8,-0.12432165846525
p53 signaling pathway,9,-0.3378365877776487
p53 signaling pathway,10,-0.2182919328095533
p53 signaling pathway,11,0.1608279992586892
p53 signaling pathway,12,-0.7421079226274685
