pathway,rep,mean_diff
Cell cycle,0,-0.43584984109148966
Cell cycle,1,-0.05470326813357743
Cell cycle,2,-0.23825020807096464
Cell cycle,3,0.13296523174368544
Cell cycle,4,0.45407821344341104
Cell cycle,5,0.43883936505075366
Cell cycle,6,-0.6894938124634793
Cell cycle,7,-0.22956551269663855
Cell cycle,8,0.15247989635112025
Cell cycle,9,0.32658202531130714
Cell cycle,10,-0.5330704454192114
Cell cycle,11,-0.10279097744313169
Cell cycle,12,-0.4208836898453422
Cell cycle,13,-0.28824065969657775
Cell cycle,14,-0.4737640083952367
Cell cycle,15,0.44173216274307775
Cell cycle,16,0.20651664845848985
Cell cycle,17,0.07542432742906524
Cell cycle,18,-0.4394814172295518
Cell cycle,19,-0.42552484718997563
Cell cycle,20,-0.1467484098604273
Cell cycle,21,0.06637571672991113
Cell cycle,22,0.14586045473363002
Cell cycle,23,-0.13070162769256777
Cell cycle,24,-0.7480242691991661
Cell cycle,25,0.029341861922941366
Cell cycle,26,-0.3365077960412006
Cell cycle,27,-0.4683305609781063
Cell cycle,28,-0.2891956827394585
Cell cycle,29,-0.20858506567053198
Cell cycle,30,-0.4328650307028592
Cell cycle,31,0.44933567783118594
Cell cycle,32,-0.036208984256252616
Cell cycle,33,-0.35928098047085255
Cell cycle,34,0.05235014255809309
Cell cycle,35,0.3502096546759995
Cell cycle,36,0.2489007018784482
Cell cycle,37,-0.3909082877288409
Cell cycle,38,0.10965519894155779
Cell cycle,39,-0.10269252393830093
Cell cycle,40,-0.2385905497322481
Cell cycle,41,0.2408316736673492
Cell cycle,42,0.5892936819884386
Cell cycle,43,0.22133902691316637
Cell cycle,44,-0.41342938294615006
Cell cycle,45,-0.43557845223431213
Cell cycle,46,-0.20922863343053982
Cell cycle,47,0.47477345867297976
Cell cycle,48,-0.5071095439202786
Cell cycle,49,0.34262461171659586
p53 signaling pathway,0,-0.3277518627386101
p53 signaling pathway,1,0.3958784747254251
p53 signaling pathway,2,0.4785637395993073
p53 signaling pathway,3,-0.9488896091015759
p53 signaling pathway,4,-0.03801801972982949
p53 signaling pathway,5,0.10155494477211181
p53 signaling pathway,6,0.2689507220511819
p53 signaling pathway,7,-0.1879068714436265
p53 signaling pathway,8,-0.04549862518148684
p53 signaling pathway,9,0.17558024493059832
p53 signaling pathway,10,-0.5828560507440532
p53 signaling pathway,11,-0.07327644284952721
p53 signaling pathway,12,0.34418204307214917
p53 signaling pathway,13,0.05168240991594745
p53 signaling pathway,14,-0.3503044877670512
p53 signaling pathway,15,-0.28986695922826855
p53 signaling pathway,16,0.4305406155633359
p53 signaling pathway,17,-0.17792132665953614
p53 signaling pathway,18,0.008106222628480953
p53 signaling pathway,19,0.5266029126751695
p53 signaling pathway,20,0.1460118305881286
p53 signaling pathway,21,-0.21667276530505558
p53 signaling pathway,22,0.33009505865449584
p53 signaling pathway,23,0.031244948662818118
p53 signaling pathway,24,0.06084953375516834
p53 signaling pathway,25,-0.11749716845089266
p53 signaling pathway,26,-0.6465382402541399
p53 signaling pathway,27,0.029762696870419755
p53 signaling pathway,28,0.5875043414053132
p53 signaling pathway,29,-0.2295570027002421
p53 signaling pathway,30,0.25751645479504714
p53 signaling pathway,31,0.9358802879970511
p53 signaling pathway,32,-0.4482954364219094
p53 signaling pathway,33,-0.5853229643830853
p53 signaling pathway,34,0.13445847638897962
p53 signaling pathway,35,0.4292559906425252
p53 signaling pathway,36,0.4660880993345925
p53 signaling pathway,37,-0.4902345382141916
p53 signaling pathway,38,-0.3347600594632433
p53 signaling pathway,39,0.4339681200154115
