pathway,rep,mean_diff
Cell cycle,0,0.21609186739051248
Cell cycle,1,-0.03932352157758928
Cell cycle,2,-0.25107793828155217
Cell cycle,3,-0.9222563825827015
Cell cycle,4,0.0992344525019816
Cell cycle,5,-0.4603972541295517
Cell cycle,6,0.435501634408898
Cell cycle,7,-0.6629600345399751
Cell cycle,8,-0.6319825514904247
Cell cycle,9,-0.07551441232850696
Cell cycle,10,-0.9082606931079275
Cell cycle,11,-0.043985779555869936
Cell cycle,12,-0.4671687541005832
Cell cycle,13,-0.3252864114330255
Cell cycle,14,-0.5559346471409283
Cell cycle,15,0.32410366616161446
Cell cycle,16,-0.7300819027622811
Cell cycle,17,-0.9890497499564121
Cell cycle,18,-0.15780315391215577
Cell cycle,19,-0.5313382586824641
Cell cycle,20,0.6893265785685261
Cell cycle,21,-0.42940014432919393
Cell cycle,22,-0.7644099727852423
Cell cycle,23,-0.8122992134394825
Cell cycle,24,-0.6974887927585176
Cell cycle,25,-0.7594526099369315
Cell cycle,26,-0.5544086974498671
Cell cycle,27,-0.311150933305398
Cell cycle,28,-0.4466485167066726
Cell cycle,29,-0.6498348596025734
Cell cycle,30,0.3250906436661644
Cell cycle,31,-0.7015927498625285
Cell cycle,32,-0.3453102882499748
Cell cycle,33,-0.41751800208519546
Cell cycle,34,-0.479754492505179
Cell cycle,35,-0.4142871643331151
Cell cycle,36,-0.44470172217374515
Cell cycle,37,-0.40360654452524286
Cell cycle,38,-0.5190487550757076
Cell cycle,39,-0.7891096872829255
Cell cycle,40,-0.1712895724673752
Cell cycle,41,-0.6215939831129763
Cell cycle,42,0.9653705066668729
Cell cycle,43,0.08032030774991483
Cell cycle,44,-0.5436683535860447
Cell cycle,45,0.14221730669150037
Cell cycle,46,-0.9586779739277248
Cell cycle,47,-0.5900260290119336
Cell cycle,48,-0.39082115997632316
Cell cycle,49,-0.4237070422637682
p53 signaling pathway,0,-0.37044462273684536
p53 signaling pathway,1,0.12112869043567279
p53 signaling pathway,2,-0.3885325178552787
p53 signaling pathway,3,-0.7822842365313887
p53 signaling pathway,4,0.606091854888654
p53 signaling pathway,5,0.7786612842588607
p53 signaling pathway,6,-0.6196796291346643
p53 signaling pathway,7,-0.41623092359247005
p53 signaling pathway,8,-0.6189891828964269
p53 signaling pathway,9,0.501198889999255
p53 signaling pathway,10,-0.547335099807574
p53 signaling pathway,11,-0.7141386726322503
p53 signaling pathway,12,0.4009261550662165
p53 signaling pathway,13,-0.2053979133200238
p53 signaling pathway,14,-0.44194507433288144
p53 signaling pathway,15,-0.20809302727067996
p53 signaling pathway,16,-0.5091239929393557
p53 signaling pathway,17,-0.4170219276725165
p53 signaling pathway,18,-0.5432301699901174
p53 signaling pathway,19,-0.3008361244481029
p53 signaling pathway,20,-0.27466597142277804
p53 signaling pathway,21,-0.48514273749788017
p53 signaling pathway,22,-0.4724064752305366
p53 signaling pathway,23,0.47517283032099167
p53 signaling pathway,24,-0.7182376879386508
p53 signaling pathway,25,-0.5659652001572114
p53 signaling pathway,26,0.041443971321024994
p53 signaling pathway,27,-0.3334382318151622
p53 signaling pathway,28,-0.6447687960342128
p53 signaling pathway,29,-0.3206813199453295
p53 signaling pathway,30,-0.7007077070447575
p53 signaling pathway,31,0.016484348925171855
p53 signaling pathway,32,-0.00786825140132995
p53 signaling pathway,33,-0.14436423005059193
p53 signaling pathway,34,-0.14971194148663547
p53 signaling pathway,35,-0.4949070784050512
p53 signaling pathway,36,-0.8471214297934981
p53 signaling pathway,37,-1.0963909862817132
p53 signaling pathway,38,1.205257016786852
p53 signaling pathway,39,-0.3622636613233924
p53 signaling pathway,40,-0.1646489224981629
p53 signaling pathway,41,0.7831275667159756
p53 signaling pathway,42,-0.3016767426535926
p53 signaling pathway,43,-0.3691910377892437
p53 signaling pathway,44,-0.27510745649760404
p53 signaling pathway,45,-0.6947905477118672
p53 signaling pathway,46,-0.014795643084063236
p53 signaling pathway,47,-0.6303368031263474
p53 signaling pathway,48,-0.7585986519649216
p53 signaling pathway,49,-0.24061827878256564
Cellular senescence,0,-0.33281037749228565
Cellular senescence,1,-0.277674140816327
Cellular senescence,2,-0.5870447353192271
Cellular senescence,3,0.3851634928073314
Cellular senescence,4,-0.4741337135631506
Cellular senescence,5,-0.4593798630596109
Cellular senescence,6,-0.2716397681008249
Cellular senescence,7,-0.3372218419526071
Cellular senescence,8,-0.0999374906429413
Cellular senescence,9,-0.35099892829161516
Cellular senescence,10,-0.3962352755280475
Cellular senescence,11,0.5113423916892668
Cellular senescence,12,0.5748792900820343
Cellular senescence,13,-0.6908120327645546
Cellular senescence,14,-0.5775259190700407
Cellular senescence,15,-0.5277283809614534
Cellular senescence,16,-0.5258717675633404
Cellular senescence,17,-0.3553309487702104
Cellular senescence,18,-0.5568362019114478
Cellular senescence,19,-0.834728827362205
Cellular senescence,20,0.5356231826503359
Cellular senescence,21,-0.5417464034424219
Cellular senescence,22,0.5444579989953189
Cellular senescence,23,-0.4077941201526897
Cellular senescence,24,-0.7997609854495384
Cellular senescence,25,-0.4976824070219298
Cellular senescence,26,-0.40227092322851876
Cellular senescence,27,-0.04690979313966045
Cellular senescence,28,-0.33367720485113594
Cellular senescence,29,-0.4768825137851524
Cellular senescence,30,-0.5294113912808422
Cellular senescence,31,0.012789952207783527
Cellular senescence,32,-0.4251502524160808
Cellular senescence,33,0.06561828498049967
Cellular senescence,34,0.8104316478157849
Cellular senescence,35,-0.18621355601119982
Cellular senescence,36,-0.27349042532006723
Cellular senescence,37,-0.33524038795181393
Cellular senescence,38,-0.7516601303800041
Cellular senescence,39,-0.4180668169123789
Cellular senescence,40,-0.5544652638766902
Cellular senescence,41,0.26101181264052137
Cellular senescence,42,-0.1886478421315228
Cellular senescence,43,-0.4622894890218869
Cellular senescence,44,-0.45984842369507967
Cellular senescence,45,-0.16065215300352456
Cellular senescence,46,-0.6649206168456219
Cellular senescence,47,-0.21452219982053522
Cellular senescence,48,-0.1106034289717608
Cellular senescence,49,-0.45180435174655553
Apoptosis,0,-0.16206944211718138
Apoptosis,1,-0.37131241522164216
Apoptosis,2,-0.5733755330718593
Apoptosis,3,0.2775109266050273
Apoptosis,4,0.2880160260021263
Apoptosis,5,-0.5712342975952838
Apoptosis,6,-0.5487237066781847
Apoptosis,7,-0.4301807204514945
Apoptosis,8,-0.5385045034694229
Apoptosis,9,0.06939670816286013
Apoptosis,10,-0.40426127245118393
