pathway,rep,mean_diff
Cell cycle,0,0.10449785379644916
Cell cycle,1,-0.10254897005674433
Cell cycle,2,-0.06613665322311028
Cell cycle,3,-0.08839875094146318
Cell cycle,4,-0.003450997794701013
Cell cycle,5,0.020328419097073766
Cell cycle,6,0.23274780205829726
Cell cycle,7,-0.36966217004130897
Cell cycle,8,0.46988260734843995
Cell cycle,9,-0.6014083015303568
Cell cycle,10,-0.11933716511435385
Cell cycle,11,0.6628809508094123
Cell cycle,12,0.3370164064834445
Cell cycle,13,-0.5087645108153837
Cell cycle,14,0.3595523426399405
Cell cycle,15,0.3439988292562986
Cell cycle,16,0.4735287099215515
Cell cycle,17,0.6653548064826804
Cell cycle,18,-0.33354779360895825
Cell cycle,19,-0.6134526983871533
Cell cycle,20,-0.40612562115383805
Cell cycle,21,0.632795248096012
Cell cycle,22,-0.1226223300017209
Cell cycle,23,-0.19335793232986087
Cell cycle,24,-0.24355469244681022
Cell cycle,25,-0.7070070436929061
Cell cycle,26,0.014087294118858246
Cell cycle,27,-0.30437667151337816
Cell cycle,28,0.04430463386534293
Cell cycle,29,-0.010911844793537892
Cell cycle,30,0.3118660401030526
Cell cycle,31,-0.18087511533750833
Cell cycle,32,-0.35744536341721944
Cell cycle,33,0.4040734124506402
Cell cycle,34,0.5143680555306281
Cell cycle,35,0.20543635838829138
Cell cycle,36,0.5928555806170116
Cell cycle,37,-0.003382258580938801
Cell cycle,38,0.35196281649645433
Cell cycle,39,0.11149349662248083
Cell cycle,40,0.5412834971668431
Cell cycle,41,-0.447227342524172
Cell cycle,42,0.5931253979524777
Cell cycle,43,0.12440428928384177
Cell cycle,44,0.13771503414771813
Cell cycle,45,-0.1409693556221071
Cell cycle,46,-0.18369567363835432
Cell cycle,47,-0.1658106973932001
Cell cycle,48,0.30394522859155765
Cell cycle,49,-0.1020261198455702
p53 signaling pathway,0,0.5209635459003291
p53 signaling pathway,1,-0.4625034812626149
p53 signaling pathway,2,0.0682113909049144
p53 signaling pathway,3,-0.027820960816415764
p53 signaling pathway,4,-0.31783372264816995
p53 signaling pathway,5,0.02534001266101351
p53 signaling pathway,6,-0.24613821011980927
p53 signaling pathway,7,-0.19675921164751273
p53 signaling pathway,8,0.48031191303812326
p53 signaling pathway,9,0.1123336824200113
p53 signaling pathway,10,0.2946400920247574
p53 signaling pathway,11,0.6133321459972294
p53 signaling pathway,12,0.46663767086515257
p53 signaling pathway,13,0.37384508024990964
p53 signaling pathway,14,0.6583476829175302
p53 signaling pathway,15,-0.19766142392991434
p53 signaling pathway,16,-0.5522055977414164
p53 signaling pathway,17,-0.6051943493966925
p53 signaling pathway,18,0.3166453357204349
p53 signaling pathway,19,0.05051717545492663
p53 signaling pathway,20,0.5924508175819388
p53 signaling pathway,21,0.34904798311110924
p53 signaling pathway,22,0.17230064323379737
p53 signaling pathway,23,0.7012575570069316
p53 signaling pathway,24,0.1728133009529996
p53 signaling pathway,25,0.42149947071227356
p53 signaling pathway,26,0.3867607184610456
p53 signaling pathway,27,0.4367149824096869
p53 signaling pathway,28,-0.08991008578349538
p53 signaling pathway,29,-0.3758070400798821
p53 signaling pathway,30,0.11739819160801623
p53 signaling pathway,31,0.15949298708443418
p53 signaling pathway,32,0.5095228938629174
p53 signaling pathway,33,-0.2408607101964526
p53 signaling pathway,34,-0.40634323891781554
p53 signaling pathway,35,-0.33369750427273953
p53 signaling pathway,36,0.266411294932792
p53 signaling pathway,37,0.16878857510251502
p53 signaling pathway,38,0.1669515731259995
p53 signaling pathway,39,0.5187977916150011
p53 signaling pathway,40,0.05034935522721704
p53 signaling pathway,41,-0.643495101676617
p53 signaling pathway,42,0.254907238040197
p53 signaling pathway,43,-0.5230207802870827
p53 signaling pathway,44,0.2694975388069676
p53 signaling pathway,45,-0.17206569788532303
p53 signaling pathway,46,0.48936993748079916
p53 signaling pathway,47,0.019809101007376373
p53 signaling pathway,48,-0.179544174801603
p53 signaling pathway,49,0.13651987657311487
Cellular senescence,0,-0.260613267517633
Cellular senescence,1,-0.3422941056809063
Cellular senescence,2,-0.017029052468059424
Cellular senescence,3,0.058079917362262964
Cellular senescence,4,-0.38293090147189374
Cellular senescence,5,0.1930688188236378
Cellular senescence,6,-0.06696757830060855
Cellular senescence,7,0.13100556584732462
Cellular senescence,8,0.04733713360347903
Cellular senescence,9,0.4393849526015997
Cellular senescence,10,-0.3916076757826028
Cellular senescence,11,-0.32328609421690835
Cellular senescence,12,0.19211721937082285
Cellular senescence,13,0.4104926132084551
Cellular senescence,14,0.2674084358236847
Cellular senescence,15,0.09723101948406364
Cellular senescence,16,0.08294527516528924
Cellular senescence,17,0.07677605404294358
Cellular senescence,18,0.2101566531183522
Cellular senescence,19,0.09702998799040462
Cellular senescence,20,0.03571439110164981
Cellular senescence,21,-0.6440191358884644
Cellular senescence,22,0.09181856197785526
Cellular senescence,23,0.07986028157810818
Cellular senescence,24,0.23877102877795267
Cellular senescence,25,-0.26603262153312557
Cellular senescence,26,0.22346563323006619
Cellular senescence,27,0.19891593167250357
Cellular senescence,28,-0.024418280758666075
Cellular senescence,29,-0.20579708996902787
Cellular senescence,30,0.08656654190616954
Cellular senescence,31,-0.17615893203619568
Cellular senescence,32,0.6671160526250004
Cellular senescence,33,0.03334021926669317
Cellular senescence,34,0.23161457329747528
Cellular senescence,35,0.4912553623976607
Cellular senescence,36,-0.25713356692371303
Cellular senescence,37,0.3689579999041564
Cellular senescence,38,0.04108950973341572
Cellular senescence,39,-0.5256094692667225
Cellular senescence,40,0.2850025031055268
Cellular senescence,41,-0.17082302788033626
Cellular senescence,42,0.3775856347424891
Cellular senescence,43,-0.0625300619247021
Cellular senescence,44,-0.4549843847430167
Cellular senescence,45,-0.18102978770610817
Cellular senescence,46,0.25468110726737303
Cellular senescence,47,0.17718246468333212
Cellular senescence,48,-0.3588738802341115
Cellular senescence,49,0.07808957572949954
Apoptosis,0,-0.016965428088876758
Apoptosis,1,-0.22225646883208924
Apoptosis,2,0.6159683033607084
Apoptosis,3,0.19035023326989486
Apoptosis,4,-0.34862489698476534
Apoptosis,5,0.10274839693001625
Apoptosis,6,-0.11156753877728481
Apoptosis,7,0.4002498498527183
Apoptosis,8,0.12159205064239419
Apoptosis,9,0.437257423737976
Apoptosis,10,0.16726902678274888
Apoptosis,11,-0.46969692897760995
Apoptosis,12,0.08065277938383253
Apoptosis,13,0.3762211857423479
Apoptosis,14,0.18964533493561464
Apoptosis,15,-0.427346335925001
Apoptosis,16,0.7081583589589306
Apoptosis,17,0.09247260670840504
Apoptosis,18,-0.28524760198073107
Apoptosis,19,-0.3095043022305539
Apoptosis,20,-0.24551704399280666
Apoptosis,21,-0.1923520662448197
Apoptosis,22,0.5091450129741703
Apoptosis,23,-0.14273898449809877
Apoptosis,24,0.31776210917323655
Apoptosis,25,-0.37307943354308876
Apoptosis,26,0.3393752667252024
Apoptosis,27,0.3372623878044904
Apoptosis,28,0.06650848142905486
Apoptosis,29,-0.41924264329728783
Apoptosis,30,0.6797610730441185
Apoptosis,31,-0.31793787365518167
Apoptosis,32,-0.24268758337343208
Apoptosis,33,-0.06466824011420308
Apoptosis,34,0.7259903104102812
Apoptosis,35,-0.6726848203417484
Apoptosis,36,-0.3835862447183528
Apoptosis,37,0.2185907563203723
Apoptosis,38,0.6253422742596767
Apoptosis,39,-0.3834889978960062
Apoptosis,40,0.3438981294132431
Apoptosis,41,-0.2402982811228206
Apoptosis,42,-0.23948455940904217
Apoptosis,43,0.24372637092565844
Apoptosis,44,0.06870526526363689
Apoptosis,45,-0.12275575671728436
Apoptosis,46,-0.10329632495761527
Apoptosis,47,-0.14117117766260684
Apoptosis,48,0.6208728873553846
Apoptosis,49,-0.6054658484406041
Necroptosis,0,0.06722977005949875
Necroptosis,1,0.4408643606703789
Necroptosis,2,0.128984427281504
Necroptosis,3,-0.17750517580264985
Necroptosis,4,0.011347051477775993
Necroptosis,5,0.21073033893905366
Necroptosis,6,0.2031129940037918
Necroptosis,7,-0.2876557605017476
Necroptosis,8,0.12404522354490241
Necroptosis,9,0.3284902961499309
Necroptosis,10,-0.007177679594247758
Necroptosis,11,0.007771833720292607
Necroptosis,12,-0.6830928725403649
Necroptosis,13,-0.4851543684036391
Necroptosis,14,-0.12731066614062847
Necroptosis,15,0.3203456250041608
Necroptosis,16,0.5216352621794668
Necroptosis,17,-0.22896372000578924
Necroptosis,18,0.22239088364770246
Necroptosis,19,0.09026457532058926
Necroptosis,20,-0.3707932585283103
Necroptosis,21,-0.1575283852719578
Necroptosis,22,-0.0866705198762263
Necroptosis,23,0.34712329878426007
Necroptosis,24,0.26746776798188115
Necroptosis,25,-0.47881330996340044
Necroptosis,26,-0.30247337417286946
Necroptosis,27,-0.6148570483966925
Necroptosis,28,-0.06638845200961568
Necroptosis,29,0.055506158560737366
Necroptosis,30,0.2577871609842468
Necroptosis,31,-0.189179574068631
Necroptosis,32,-0.4055135027396826
Necroptosis,33,0.36492618901149093
Necroptosis,34,0.13370562610279957
Necroptosis,35,0.024319019934498864
Necroptosis,36,0.3512869948311525
Necroptosis,37,0.2603939907355117
Necroptosis,38,-0.3289442959634591
Necroptosis,39,0.20218552861844513
Necroptosis,40,-0.22254792924586286
Necroptosis,41,-0.061388828597958314
Necroptosis,42,0.5044967042213205
Necroptosis,43,0.48827292267836414
Necroptosis,44,-0.039787673800054844
Necroptosis,45,-0.9175797834044845
Necroptosis,46,-0.242341923322817
Necroptosis,47,0.5299730642753049
Necroptosis,48,0.32631191844136276
Necroptosis,49,-0.6311548308119813
Ferroptosis,0,0.16697659853018637
Ferroptosis,1,-0.1083810214821691
Ferroptosis,2,-0.09995917536453265
Ferroptosis,3,0.3380082640438875
Ferroptosis,4,-0.2335424759878103
Ferroptosis,5,0.25214546609029015
Ferroptosis,6,-0.21353844945469336
Ferroptosis,7,0.1500466858812293
Ferroptosis,8,-0.012225514008485762
Ferroptosis,9,-0.3953416413109357
Ferroptosis,10,0.504101758894179
Ferroptosis,11,0.05501196261252298
Ferroptosis,12,0.007100718160428483
Ferroptosis,13,-0.21012725309041855
Ferroptosis,14,-0.14787331289802252
Ferroptosis,15,0.3200191747349275
Ferroptosis,16,0.38003238276770857
Ferroptosis,17,0.37178451928466116
Ferroptosis,18,0.3073022601693799
Ferroptosis,19,0.26833959276109765
Ferroptosis,20,0.6286886331249144
Ferroptosis,21,0.35574521813104254
Ferroptosis,22,0.1885698293627275
Ferroptosis,23,0.6282796064291477
Ferroptosis,24,-0.11117864892072896
Ferroptosis,25,-0.5146340107944398
Ferroptosis,26,0.10137730907753437
Ferroptosis,27,0.68123364024669
Ferroptosis,28,0.15979803229391157
Ferroptosis,29,0.29582489308690474
Ferroptosis,30,0.251421287632209
Ferroptosis,31,-0.13851611315346424
Ferroptosis,32,-0.16400652910462302
Ferroptosis,33,0.48269456923288406
Ferroptosis,34,0.394297811970927
Ferroptosis,35,-0.40872098626699127
Ferroptosis,36,0.32968301163704905
Ferroptosis,37,-0.6627710461834277
Ferroptosis,38,0.1488932894960737
Ferroptosis,39,0.5535485101277924
Ferroptosis,40,0.30407681603636216
Ferroptosis,41,0.7454211063715468
Ferroptosis,42,-0.49530889350647056
Ferroptosis,43,0.26240288475165074
Ferroptosis,44,-0.46992495956964825
Ferroptosis,45,-0.6699632427086875
Ferroptosis,46,-0.9412524732699392
Ferroptosis,47,-0.2243194657049209
Ferroptosis,48,0.36855935909295784
Ferroptosis,49,-0.1319249352699663
Autophagy,0,0.33743154728658165
Autophagy,1,0.009534354313149699
Autophagy,2,-0.40842405515478963
Autophagy,3,0.5594650069592886
Autophagy,4,0.12221579532489725
Autophagy,5,-0.5767276549015278
Autophagy,6,0.4632136393198898
Autophagy,7,0.19284348198285023
Autophagy,8,0.28889216546397684
Autophagy,9,0.2909836339711845
Autophagy,10,0.1291275165634093
Autophagy,11,-0.19511504358031564
Autophagy,12,-0.03183090433709084
Autophagy,13,-0.2892308685765563
Autophagy,14,0.2697727821189222
Autophagy,15,-0.7191310052451996
Autophagy,16,-0.3228449626061798
Autophagy,17,-0.04172843631358869
Autophagy,18,-0.23113575082590834
Autophagy,19,0.10711686062093805
Autophagy,20,-0.10608850229964598
Autophagy,21,0.6575462478643573
Autophagy,22,-0.6273334510518443
Autophagy,23,0.1586823678389198
Autophagy,24,0.19092813055702432
Autophagy,25,-0.4253369478505361
Autophagy,26,-0.36439184782974404
Autophagy,27,0.3836360032883156
Autophagy,28,0.47534923349243363
Autophagy,29,0.793243437354823
Autophagy,30,-0.49269705458178226
Autophagy,31,-0.8331796819795801
Autophagy,32,0.024185650221847974
Autophagy,33,0.5086754649512892
Autophagy,34,-0.07819881999475281
Autophagy,35,-0.6512021639171286
Autophagy,36,0.26646988771938085
Autophagy,37,-0.371536404923485
Autophagy,38,0.4577868071318296
Autophagy,39,0.25101034761751523
Autophagy,40,-0.043942424280896245
Autophagy,41,0.20507995910123142
Autophagy,42,0.41539435340702857
Autophagy,43,0.23399126558700664
Autophagy,44,-0.5037407869741592
Autophagy,45,0.06964509757667597
Autophagy,46,0.4144272724389875
Autophagy,47,-0.2038653401683514
Autophagy,48,0.3473738316498699
Autophagy,49,0.2849393564604592
Mitophagy,0,-0.3364593132980705
Mitophagy,1,-0.427700923572557
Mitophagy,2,0.08339307268361532
Mitophagy,3,0.47836254183121435
Mitophagy,4,0.05335838788200249
Mitophagy,5,0.663255883402544
Mitophagy,6,0.12934614387831178
Mitophagy,7,0.21115795275203592
Mitophagy,8,-0.43286850408859845
Mitophagy,9,0.37106708695183466
Mitophagy,10,-0.06907244854693355
Mitophagy,11,0.038785349417012574
Mitophagy,12,-0.5394352409248568
Mitophagy,13,0.15261124865447154
Mitophagy,14,-0.07743766094996378
Mitophagy,15,-0.04630802192968668
Mitophagy,16,0.197882622881706
Mitophagy,17,-0.6692733506494314
Mitophagy,18,-0.7303586401511579
Mitophagy,19,0.06962544479830149
Mitophagy,20,0.1659853576421386
Mitophagy,21,-0.003630643978557062
Mitophagy,22,0.07478742998847046
Mitophagy,23,0.09531834205821577
Mitophagy,24,-0.06085556651407635
Mitophagy,25,0.5586961376144486
Mitophagy,26,-0.16622249697799896
Mitophagy,27,-0.43494308095779693
Mitophagy,28,0.7361552915408074
Mitophagy,29,0.5289795318468107
Mitophagy,30,0.45155207825334015
Mitophagy,31,-0.2933034316841002
Mitophagy,32,0.17205198233278945
Mitophagy,33,0.4385498429150693
Mitophagy,34,-0.253189359568848
Mitophagy,35,0.37471297944562937
Mitophagy,36,0.6457868383219283
Mitophagy,37,0.2470699463133041
Mitophagy,38,0.2088273072008504
Mitophagy,39,-0.13179841584993965
Mitophagy,40,0.5011455351551262
Mitophagy,41,0.03617080645124043
Mitophagy,42,0.5420546282868003
Mitophagy,43,-0.2309414599352673
Mitophagy,44,0.6132470199531934
Mitophagy,45,-0.6784590642997146
Mitophagy,46,0.3567726877427661
Mitophagy,47,-0.020737349720113707
Mitophagy,48,-0.3267893396518089
Mitophagy,49,0.5455645557141817
MAPK signaling pathway,0,-0.6572235691177681
MAPK signaling pathway,1,-0.28576721344319883
MAPK signaling pathway,2,0.4187660778076975
MAPK signaling pathway,3,-0.03146873257046769
MAPK signaling pathway,4,-0.17859644500113903
MAPK signaling pathway,5,0.2806630004994003
MAPK signaling pathway,6,-0.09475166178086883
MAPK signaling pathway,7,-0.2875866149087778
MAPK signaling pathway,8,-0.3321474067564184
MAPK signaling pathway,9,-0.07832460312597406
MAPK signaling pathway,10,-0.4344925577281211
MAPK signaling pathway,11,0.255272147327817
MAPK signaling pathway,12,0.4757669652682679
MAPK signaling pathway,13,0.23925897832145196
MAPK signaling pathway,14,0.41828208467034317
MAPK signaling pathway,15,0.32351738502176414
MAPK signaling pathway,16,0.18635921360450503
MAPK signaling pathway,17,-0.27076333837381894
MAPK signaling pathway,18,0.005127920792811304
MAPK signaling pathway,19,0.5451013413996193
MAPK signaling pathway,20,0.13278000248951707
MAPK signaling pathway,21,0.2595766449528996
MAPK signaling pathway,22,-0.03660731068932119
MAPK signaling pathway,23,0.07276426666495099
MAPK signaling pathway,24,0.2269522061900504
MAPK signaling pathway,25,0.4428601659144489
MAPK signaling pathway,26,-0.5122606371260547
MAPK signaling pathway,27,0.36157770872080286
MAPK signaling pathway,28,0.00426795964221688
MAPK signaling pathway,29,0.6498376014773175
MAPK signaling pathway,30,0.17563575982391147
MAPK signaling pathway,31,-0.03860573620509771
MAPK signaling pathway,32,-0.7432748908082011
MAPK signaling pathway,33,0.19462037974408042
MAPK signaling pathway,34,0.3410706184977148
MAPK signaling pathway,35,-0.05520987164536751
MAPK signaling pathway,36,0.2907717349151253
MAPK signaling pathway,37,-0.37319937452655166
MAPK signaling pathway,38,0.05736117540017518
MAPK signaling pathway,39,0.5280279225992829
MAPK signaling pathway,40,0.17529327800626499
MAPK signaling pathway,41,0.12345942880631969
MAPK signaling pathway,42,-0.20136804873911676
MAPK signaling pathway,43,0.2269905621793989
MAPK signaling pathway,44,0.2051240138687155
MAPK signaling pathway,45,0.2009149083384037
MAPK signaling pathway,46,0.04380996926194838
MAPK signaling pathway,47,0.07375979101348212
MAPK signaling pathway,48,0.2599491985432898
MAPK signaling pathway,49,-0.2500819003083584
PI3K-Akt signaling pathway,0,0.3612853213188847
PI3K-Akt signaling pathway,1,0.24249224842379422
PI3K-Akt signaling pathway,2,-0.04305160214227039
PI3K-Akt signaling pathway,3,0.3454460793075727
PI3K-Akt signaling pathway,4,-0.10839849921614292
PI3K-Akt signaling pathway,5,0.266683354285942
PI3K-Akt signaling pathway,6,0.05281601458845654
PI3K-Akt signaling pathway,7,0.05942718495070016
PI3K-Akt signaling pathway,8,0.17609995036765042
PI3K-Akt signaling pathway,9,0.07687815343077767
PI3K-Akt signaling pathway,10,0.39078626243455666
PI3K-Akt signaling pathway,11,-0.20502920309178024
PI3K-Akt signaling pathway,12,0.48622014825535675
PI3K-Akt signaling pathway,13,-0.09286133631279606
PI3K-Akt signaling pathway,14,-0.12688381225655504
PI3K-Akt signaling pathway,15,0.28568392464101733
PI3K-Akt signaling pathway,16,-0.09633347324380864
PI3K-Akt signaling pathway,17,-0.12752537377963216
PI3K-Akt signaling pathway,18,-0.2914836401527205
PI3K-Akt signaling pathway,19,-0.18064325134472603
PI3K-Akt signaling pathway,20,0.5632743801342698
PI3K-Akt signaling pathway,21,0.540542129885241
PI3K-Akt signaling pathway,22,0.6312641265473968
PI3K-Akt signaling pathway,23,0.1447164018904893
PI3K-Akt signaling pathway,24,0.35219437730567626
PI3K-Akt signaling pathway,25,-0.32743087479842675
PI3K-Akt signaling pathway,26,0.09732186503306904
PI3K-Akt signaling pathway,27,0.20286761010267051
PI3K-Akt signaling pathway,28,0.04608900295124806
PI3K-Akt signaling pathway,29,-0.2587905290500538
PI3K-Akt signaling pathway,30,0.22278864890489705
PI3K-Akt signaling pathway,31,0.04878135440245704
PI3K-Akt signaling pathway,32,-0.42621831949119693
PI3K-Akt signaling pathway,33,0.4241608422197667
PI3K-Akt signaling pathway,34,-0.07925218657857608
PI3K-Akt signaling pathway,35,-0.05192156638040202
PI3K-Akt signaling pathway,36,-0.21349208203277606
PI3K-Akt signaling pathway,37,-0.17312682484165098
PI3K-Akt signaling pathway,38,0.3981584647238117
PI3K-Akt signaling pathway,39,0.5150072603811489
PI3K-Akt signaling pathway,40,0.18834457104838365
PI3K-Akt signaling pathway,41,0.04378237354525687
PI3K-Akt signaling pathway,42,-0.04794614273253953
PI3K-Akt signaling pathway,43,0.6249640847596631
PI3K-Akt signaling pathway,44,0.3742620864103025
PI3K-Akt signaling pathway,45,-0.16933220678701943
PI3K-Akt signaling pathway,46,-0.12203701057635713
PI3K-Akt signaling pathway,47,-0.5186710781346753
PI3K-Akt signaling pathway,48,-0.18192820217348282
PI3K-Akt signaling pathway,49,-0.19051784909903613
Ras signaling pathway,0,-0.35335058319082396
Ras signaling pathway,1,-0.08893499868366181
Ras signaling pathway,2,0.20886192054394706
Ras signaling pathway,3,0.04453619463867713
Ras signaling pathway,4,0.39133867839232717
Ras signaling pathway,5,0.18534556977087147
Ras signaling pathway,6,-0.1401408574074559
Ras signaling pathway,7,-0.6480612918111593
Ras signaling pathway,8,-0.008333538061030408
Ras signaling pathway,9,0.31537805322738804
Ras signaling pathway,10,0.23707930648208106
Ras signaling pathway,11,0.4405160832111298
Ras signaling pathway,12,-0.03489383253628737
Ras signaling pathway,13,0.3074736826477744
Ras signaling pathway,14,-0.25541305788040175
Ras signaling pathway,15,-0.13376459194790105
Ras signaling pathway,16,0.3928713555961876
Ras signaling pathway,17,0.003174676646575498
Ras signaling pathway,18,-0.4679392951642847
Ras signaling pathway,19,0.33093263548046
Ras signaling pathway,20,-0.5234471133490316
Ras signaling pathway,21,0.1784991753188915
Ras signaling pathway,22,-0.4841798172844789
Ras signaling pathway,23,-0.7690798909423986
Ras signaling pathway,24,-0.23040110512116285
Ras signaling pathway,25,-0.6491494934089549
