pathway,rep,mean_diff
Cell cycle,0,0.2117066843066579
Cell cycle,1,0.0909206945597595
Cell cycle,2,-0.004512259001371156
Cell cycle,3,0.06993842430245846
Cell cycle,4,0.20430378305382618
Cell cycle,5,0.43878078395795517
Cell cycle,6,0.0184758993820165
Cell cycle,7,0.21450433919862982
Cell cycle,8,0.24308869314750353
Cell cycle,9,0.3920655929827309
Cell cycle,10,0.007358813411213054
Cell cycle,11,-0.14268841253674716
Cell cycle,12,-0.02895225251496764
Cell cycle,13,0.057119701305785336
Cell cycle,14,-0.0553328828428973
Cell cycle,15,-0.15853467116093028
Cell cycle,16,0.015033392706245943
Cell cycle,17,-0.24907785620055947
Cell cycle,18,0.0763269218652651
Cell cycle,19,-0.08210761440804301
Cell cycle,20,0.0732574027220842
Cell cycle,21,-0.04704066390190313
Cell cycle,22,-0.1516231456940837
Cell cycle,23,0.09520081600862931
Cell cycle,24,0.0011015488369240857
Cell cycle,25,0.13202703210373767
Cell cycle,26,0.2690781454606461
Cell cycle,27,0.05279597950403364
Cell cycle,28,-0.02806936143082036
Cell cycle,29,-0.30201707734375316
Cell cycle,30,0.32500757282830095
Cell cycle,31,-0.2067314412766355
Cell cycle,32,0.27571344056720626
Cell cycle,33,0.2638607553517313
Cell cycle,34,-0.23017977255167604
Cell cycle,35,0.19533041182685096
Cell cycle,36,-0.042701658260732356
Cell cycle,37,0.15560056115056148
Cell cycle,38,0.4614291621241542
Cell cycle,39,0.11539197153965919
Cell cycle,40,-0.2441019066610398
Cell cycle,41,-0.30980783693431924
Cell cycle,42,0.04877627918362375
Cell cycle,43,-0.12926659225830056
Cell cycle,44,-0.18005348778081803
Cell cycle,45,-0.0879175178364203
Cell cycle,46,-0.29950128936474796
Cell cycle,47,-0.15344183341650067
Cell cycle,48,-0.11488822929419776
Cell cycle,49,-0.015921926038322598
p53 signaling pathway,0,0.07263996934595926
p53 signaling pathway,1,-0.19480620217215375
p53 signaling pathway,2,-0.010600420264935313
p53 signaling pathway,3,-0.09616562645199364
p53 signaling pathway,4,0.03581652820101733
p53 signaling pathway,5,0.20960796607357607
p53 signaling pathway,6,-0.004700744785316952
p53 signaling pathway,7,-0.20255927704466178
p53 signaling pathway,8,-0.2773300504865298
p53 signaling pathway,9,-0.0933823541594486
p53 signaling pathway,10,-0.08478312522125725
p53 signaling pathway,11,0.06815663560937668
p53 signaling pathway,12,0.005322609290693011
p53 signaling pathway,13,-0.33858952088533834
p53 signaling pathway,14,0.044623397473598725
p53 signaling pathway,15,0.053612714316137386
p53 signaling pathway,16,0.25531784751708875
p53 signaling pathway,17,-0.09425908847858866
p53 signaling pathway,18,0.22115785882374417
p53 signaling pathway,19,-0.051634290110202256
p53 signaling pathway,20,0.24890586204093773
p53 signaling pathway,21,-0.12387273766728854
p53 signaling pathway,22,0.13278070839121098
p53 signaling pathway,23,-0.04639697446172977
p53 signaling pathway,24,0.00024288561065459197
p53 signaling pathway,25,-0.1509680671588871
p53 signaling pathway,26,0.11944677789137176
p53 signaling pathway,27,0.2679899729547906
p53 signaling pathway,28,0.09452220235042233
p53 signaling pathway,29,0.1776523343113383
p53 signaling pathway,30,0.008781364649926226
p53 signaling pathway,31,-0.22926828959494872
p53 signaling pathway,32,-0.07027801418336692
p53 signaling pathway,33,0.14646202273773334
p53 signaling pathway,34,-0.10937263197346854
p53 signaling pathway,35,0.2818411457121359
p53 signaling pathway,36,-0.2618115399033838
p53 signaling pathway,37,-0.004514657570624282
p53 signaling pathway,38,0.3466971095002662
p53 signaling pathway,39,-0.2159009336433642
p53 signaling pathway,40,-0.13251089814752845
p53 signaling pathway,41,-0.3364447119449243
p53 signaling pathway,42,0.11108491666287736
p53 signaling pathway,43,-0.042357700804349016
p53 signaling pathway,44,0.04758656721647313
p53 signaling pathway,45,0.07414062386277065
